"CATCH_COMP_ID","EVENT_ID","RACE_CODE","SPECIES_NAME_FIELD","COMMON_NAME","SCIENTIFIC_NAME","SCAL_SIZE_CLASS","CONDITION_CODE_RII","COUNT","SAMPLE_WT_KG","SAMPLE_TYPE","SAMPLER","BASKET_ID"
19843,"2016D02002","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.070000,"1","QTS, MDS, JDM, STS",
19844,"2016D02003","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",43,7.420000,"1","QTS, MDS, JDM, STS","M"
19845,"2016D02003","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",10,1.700000,"1","QTS, MDS, JDM, STS","OO"
19846,"2016D02003","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",3,0.470000,"1","QTS, MDS, JDM, STS",
19847,"2016D02003","99997","Unsorted catch and debris","unsorted catch and debris",,,,,27.580000,"1","QTS, MDS, JDM, STS",
19848,"2016D02003","80160","Sunflower sea star","sunflower sea star","Pycnopodia helianthoides",,,1,1.120000,"1","QTS, MDS, JDM, STS",
19849,"2016D02003","10110","Arrowtooth flounder","flounder, arrowtooth","Reinhardtius stomias",,,2,1.860000,"1","QTS, MDS, JDM, STS",
19850,"2016D02003","23010","Eulachon","smelt, eulachon","Thaleichthys pacificus",,,1,0.060000,"1","QTS, MDS, JDM, STS",
19851,"2016D02003","420","Big skate","skate, big","Raja binoculata",,,1,0.170000,"1","QTS, MDS, JDM, STS",
19852,"2016D02003","66120","Sidestripe shrimp","shrimp, sidestriped","Pandalopsis dispar",,,3,0.060000,"1","QTS, MDS, JDM, STS",
19853,"2016D02003","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,2,0.030000,"1","QTS, MDS, JDM, STS",
19854,"2016D02004","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",168,6.540000,"1","QTS, MDS, JDM, STS","K"
19855,"2016D02004","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",156,19.060000,"1","QTS, MDS, JDM, STS",
19856,"2016D02004","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",82,10.760000,"1","QTS, MDS, JDM, STS",
19857,"2016D02004","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",4,0.340000,"1","QTS, MDS, JDM, STS",
19858,"2016D02004","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,4.060000,"1","QTS, MDS, JDM, STS",
19859,"2016D02004","99997","Unsorted catch and debris","unsorted catch and debris",,,,,25.600000,"1","QTS, MDS, JDM, STS",
19860,"2016D02004","10200","Rex sole","sole, rex","Glyptocephalus zachirus",,,4,0.200000,"1","QTS, MDS, JDM, STS",
19861,"2016D02004","66031","Pink shrimp","shrimp, northern (pink)","Pandalus borealis",,,5,0.040000,"1","QTS, MDS, JDM, STS",
19862,"2016D02004","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,4,0.020000,"1","QTS, MDS, JDM, STS",
19863,"2016D02005","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",204,1.600000,"1","QTS, MDS, JDM, STS","X"
19864,"2016D02005","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",62,9.360000,"1","QTS, MDS, JDM, STS","L"
19865,"2016D02005","99997","Unsorted catch and debris","unsorted catch and debris",,,,,5.640000,"1","QTS, MDS, JDM, STS",
19866,"2016D02005","10120","Pacific halibut","halibut, Pacific","Hippoglossus stenolepis",,,1,0.585000,"1","QTS, MDS, JDM, STS",
19867,"2016D02005","420","Big skate","skate, big","Raja binoculata",,,1,0.140000,"1","QTS, MDS, JDM, STS",
19868,"2016D02005","10200","Rex sole","sole, rex","Glyptocephalus zachirus",,,2,0.320000,"1","QTS, MDS, JDM, STS",
19869,"2016D02005","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,1.250000,"1","QTS, MDS, JDM, STS",
19870,"2016D02006","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",2,0.020000,"1","QTS, MDS, JDM, STS",
19871,"2016D02006","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",11,2.500000,"1","QTS, MDS, JDM, STS",
19872,"2016D02006","99997","Unsorted catch and debris","unsorted catch and debris",,,,,0.730000,"1","QTS, MDS, JDM, STS",
19873,"2016D02006","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,2,0.004000,"1","QTS, MDS, JDM, STS",
19874,"2016D02006","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.030000,"1","QTS, MDS, JDM, STS",
19875,"2016D02007","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",3,0.015000,"1","QTS, MDS, JDM, STS","AA"
19876,"2016D02007","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",15,3.080000,"1","QTS, MDS, JDM, STS","OO"
19877,"2016D02007","99997","Unsorted catch and debris","unsorted catch and debris",,,,,1.540000,"1","QTS, MDS, JDM, STS",
19878,"2016D02007","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,2,0.002000,"1","QTS, MDS, JDM, STS",
19879,"2016D02007","420","Big skate","skate, big","Raja binoculata",,,1,0.113000,"1","QTS, MDS, JDM, STS",
19880,"2016D02007","10200","Rex sole","sole, rex","Glyptocephalus zachirus",,,1,0.054000,"1","QTS, MDS, JDM, STS",
19881,"2016D02007","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.030000,"1","QTS, MDS, JDM, STS",
19882,"2016D02008","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",234,3.020000,"1","QTS, MDS, JDM, STS","L"
19883,"2016D02008","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",117,1.580000,"1","QTS, MDS, JDM, STS",
19884,"2016D02008","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",110,18.860000,"1","QTS, MDS, JDM, STS","F"
19885,"2016D02008","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",102,18.220000,"1","QTS, MDS, JDM, STS",
19886,"2016D02008","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",123,20.610000,"1","QTS, MDS, JDM, STS",
19887,"2016D02008","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.500000,"1","QTS, MDS, JDM, STS",
19888,"2016D02008","99997","Unsorted catch and debris","unsorted catch and debris",,,,,8.700000,"1","QTS, MDS, JDM, STS",
19889,"2016D02008","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,53,0.049000,"1","QTS, MDS, JDM, STS",
19890,"2016D02008","10130","Flathead sole","sole, flathead","Hippoglossoides elassodon",,,2,0.730000,"1","QTS, MDS, JDM, STS",
19891,"2016D02008","10110","Arrowtooth flounder","flounder, arrowtooth","Reinhardtius stomias",,,1,0.510000,"1","QTS, MDS, JDM, STS",
19892,"2016D02008","10170","English sole","sole, English","Paraphrys vetulus",,,1,0.090000,"1","QTS, MDS, JDM, STS",
19893,"2016D02008","421","Big skate egg case, Live","Big skate egg case","Raja binoculata egg case",,"01",1,0.450000,"1","QTS, MDS, JDM, STS",
19894,"2016D02008","10200","Rex sole","sole, rex","Glyptocephalus zachirus",,,4,0.210000,"1","QTS, MDS, JDM, STS",
19895,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",94,2.000000,"1","QTS, MDS, JDM, STS","M"
19896,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",72,1.000000,"1","QTS, MDS, JDM, STS","B"
19897,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",84,1.340000,"1","QTS, MDS, JDM, STS","MM"
19898,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",73,0.360000,"1","QTS, MDS, JDM, STS","F"
19899,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",281,1.490000,"1","QTS, MDS, JDM, STS","AR"
19900,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",132,19.300000,"1","QTS, MDS, JDM, STS","G"
19901,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",124,19.820000,"1","QTS, MDS, JDM, STS","Z"
19902,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",94,13.460000,"1","QTS, MDS, JDM, STS","H"
19903,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",118,17.100000,"1","QTS, MDS, JDM, STS","K"
19904,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",129,19.040000,"1","QTS, MDS, JDM, STS",
19905,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",8,0.870000,"1","QTS, MDS, JDM, STS","WD"
19906,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",2,0.120000,"1","QTS, MDS, JDM, STS","MB"
19907,"2016D02009","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",2,0.240000,"1","QTS, MDS, JDM, STS",
19908,"2016D02009","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.380000,"1","QTS, MDS, JDM, STS",
19909,"2016D02009","99997","Unsorted catch and debris","unsorted catch and debris",,,,,1.030000,"1","QTS, MDS, JDM, STS",
19910,"2016D02009","99997","Unsorted catch and debris","unsorted catch and debris",,,,,5.760000,"1","QTS, MDS, JDM, STS",
19911,"2016D02009","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,10,0.010000,"1","QTS, MDS, JDM, STS","SF"
19912,"2016D02009","10200","Rex sole","sole, rex","Glyptocephalus zachirus",,,1,0.330000,"1","QTS, MDS, JDM, STS",
19913,"2016D02009","10110","Arrowtooth flounder","flounder, arrowtooth","Reinhardtius stomias",,,1,0.810000,"1","QTS, MDS, JDM, STS",
19914,"2016D02009","420","Big skate","skate, big","Raja binoculata",,,1,0.230000,"1","QTS, MDS, JDM, STS",
19915,"2016D02009","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,40,0.039000,"1","QTS, MDS, JDM, STS",
19916,"2016D02010","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",65,10.020000,"1","QTS, MDS, JDM, STS","F"
19917,"2016D02010","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",3,0.390000,"1","QTS, MDS, JDM, STS",
19918,"2016D02010","99997","Unsorted catch and debris","unsorted catch and debris",,,,,4.800000,"1","QTS, MDS, JDM, STS",
19919,"2016D02010","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,7,0.020000,"1","QTS, MDS, JDM, STS","SF"
19920,"2016D02010","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.200000,"1","QTS, MDS, JDM, STS",
19921,"2016D02011","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",1,0.010000,"1","QTS, MDS, JDM, STS","WD"
19922,"2016D02011","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",13,3.380000,"1","QTS, MDS, JDM, STS",
19923,"2016D02011","99997","Unsorted catch and debris","unsorted catch and debris",,,,,4.340000,"1","QTS, MDS, JDM, STS",
19924,"2016D02011","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,1,0.003000,"1","QTS, MDS, JDM, STS","SF"
19925,"2016D02011","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",1,0.100000,"1","QTS, MDS, JDM, STS",
19926,"2016D02011","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.230000,"1","QTS, MDS, JDM, STS",
19927,"2016D02013","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",6,1.170000,"1","QTS, MDS, JDM, STS",
19928,"2016D02013","99997","Unsorted catch and debris","unsorted catch and debris",,,,,4.740000,"1","QTS, MDS, JDM, STS",
19929,"2016D02014","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",1,0.010000,"1","QTS, MDS, JDM, STS","MH"
19930,"2016D02014","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",7,1.360000,"1","QTS, MDS, JDM, STS",
19931,"2016D02014","99997","Unsorted catch and debris","unsorted catch and debris",,,,,8.260000,"1","QTS, MDS, JDM, STS",
19932,"2016D02014","99997","Unsorted catch and debris","unsorted catch and debris",,,,,11.180000,"1","QTS, MDS, JDM, STS",
19933,"2016D02014","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,1,0.010000,"1","QTS, MDS, JDM, STS","SF"
19934,"2016D02014","10120","Pacific halibut","halibut, Pacific","Hippoglossus stenolepis",,,1,3.340000,"1","QTS, MDS, JDM, STS",
19935,"2016D02014","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.390000,"1","QTS, MDS, JDM, STS",
19936,"2016D02015","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",2,0.560000,"1","QTS, MDS, JDM, STS","Z"
19937,"2016D02015","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",1,0.210000,"1","QTS, MDS, JDM, STS","MH"
19938,"2016D02015","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.160000,"1","QTS, MDS, JDM, STS",
19939,"2016D02015","99997","Unsorted catch and debris","unsorted catch and debris",,,,,21.050000,"1","QTS, MDS, JDM, STS",
19940,"2016D02015","99997","Unsorted catch and debris","unsorted catch and debris",,,,,11.440000,"1","QTS, MDS, JDM, STS",
19941,"2016D02015","99997","Unsorted catch and debris","unsorted catch and debris",,,,,7.500000,"1","QTS, MDS, JDM, STS",
19942,"2016D02015","99997","Unsorted catch and debris","unsorted catch and debris",,,,,18.360000,"1","QTS, MDS, JDM, STS",
19943,"2016D02015","99997","Unsorted catch and debris","unsorted catch and debris",,,,,19.740000,"1","QTS, MDS, JDM, STS",
19944,"2016D02015","80160","Sunflower sea star","sunflower sea star","Pycnopodia helianthoides",,,1,1.920000,"1","QTS, MDS, JDM, STS",
19945,"2016D02015","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,2,0.010000,"1","QTS, MDS, JDM, STS","SF"
19946,"2016D02015","66120","Sidestripe shrimp","shrimp, sidestriped","Pandalopsis dispar",,,3,0.040000,"1","QTS, MDS, JDM, STS",
19947,"2016D02015","66031","Pink shrimp","shrimp, northern (pink)","Pandalus borealis",,,1,0.030000,"1","QTS, MDS, JDM, STS",
19948,"2016D02015","78020","Octopus",,"Octopus sp.",,,1,0.050000,"1","QTS, MDS, JDM, STS",
19949,"2016D02015","10270","Butter sole","sole, butter","Isopsetta isolepis",,,1,0.760000,"1","QTS, MDS, JDM, STS",
19950,"2016D02015","43010","Metridium sp.","sea anemone, Metridium sp.","Metridium sp.",,,2,1.130000,"1","QTS, MDS, JDM, STS",
19951,"2016D02016","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",4,1.240000,"1","QTS, MDS, JDM, STS","MM"
19952,"2016D02016","99997","Unsorted catch and debris","unsorted catch and debris",,,,,26.500000,"1","QTS, MDS, JDM, STS",
19953,"2016D02017","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",71,11.580000,"1","QTS, MDS, JDM, STS","C"
19954,"2016D02017","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",97,16.560000,"1","QTS, MDS, JDM, STS","G"
19955,"2016D02017","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",107,18.000000,"1","QTS, MDS, JDM, STS","H"
19956,"2016D02017","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",42,7.100000,"1","QTS, MDS, JDM, STS","M"
19957,"2016D02017","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.060000,"1","QTS, MDS, JDM, STS",
19958,"2016D02017","99997","Unsorted catch and debris","unsorted catch and debris",,,,,15.620000,"1","QTS, MDS, JDM, STS",
19959,"2016D02017","10270","Butter sole","sole, butter","Isopsetta isolepis",,,1,0.610000,"1","QTS, MDS, JDM, STS",
19960,"2016D02017","420","Big skate","skate, big","Raja binoculata",,,1,0.150000,"1","QTS, MDS, JDM, STS",
19961,"2016D02017","10200","Rex sole","sole, rex","Glyptocephalus zachirus",,,1,0.010000,"1","QTS, MDS, JDM, STS",
19962,"2016D02017","66031","Pink shrimp","shrimp, northern (pink)","Pandalus borealis",,,1,0.005000,"1","QTS, MDS, JDM, STS",
19963,"2016D02018","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",15,4.820000,"1","QTS, MDS, JDM, STS",
19964,"2016D02018","99997","Unsorted catch and debris","unsorted catch and debris",,,,,27.840000,"1","QTS, MDS, JDM, STS",
19965,"2016D02018","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,1,0.004000,"1","QTS, MDS, JDM, STS","SF"
19966,"2016D02018","99997","Unsorted catch and debris","unsorted catch and debris",,,,,2.700000,"1","QTS, MDS, JDM, STS",
19967,"2016D02018","10200","Rex sole","sole, rex","Glyptocephalus zachirus",,,1,0.010000,"1","QTS, MDS, JDM, STS",
19968,"2016D02018","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,2.840000,"1","QTS, MDS, JDM, STS",
19969,"2016D02018","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.190000,"1","QTS, MDS, JDM, STS",
19970,"2016D02019","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",1,0.100000,"1","QTS, MDS, JDM, STS",
19971,"2016D02019","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",15,3.720000,"1","QTS, MDS, JDM, STS",
19972,"2016D02019","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,2.020000,"1","QTS, MDS, JDM, STS",
19973,"2016D02019","99997","Unsorted catch and debris","unsorted catch and debris",,,,,16.280000,"1","QTS, MDS, JDM, STS",
19974,"2016D02019","80160","Sunflower sea star","sunflower sea star","Pycnopodia helianthoides",,,1,0.700000,"1","QTS, MDS, JDM, STS",
19975,"2016D02019","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,8,0.030000,"1","QTS, MDS, JDM, STS","SF"
19976,"2016D02019","99997","Unsorted catch and debris","unsorted catch and debris",,,,,23.800000,"1","QTS, MDS, JDM, STS",
19977,"2016D02019","99997","Unsorted catch and debris","unsorted catch and debris",,,,,21.540000,"1","QTS, MDS, JDM, STS",
19978,"2016D02019","99997","Unsorted catch and debris","unsorted catch and debris",,,,,11.100000,"1","QTS, MDS, JDM, STS",
19979,"2016D02019","99997","Unsorted catch and debris","unsorted catch and debris",,,,,0.180000,"1","QTS, MDS, JDM, STS",
19980,"2016D02019","421","Big skate egg case, Live","Big skate egg case","Raja binoculata egg case",,"01",2,0.420000,"1","QTS, MDS, JDM, STS",
19981,"2016D02020","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",8,2.020000,"1","QTS, MDS, JDM, STS","Q"
19982,"2016D02020","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.790000,"1","QTS, MDS, JDM, STS",
19983,"2016D02020","74120","Clapper","scallop, weathervane","Patinopecten caurinus",,"52",2,0.290000,"1","QTS, MDS, JDM, STS",
19984,"2016D02020","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.790000,"1","QTS, MDS, JDM, STS",
19985,"2016D02020","99997","Unsorted catch and debris","unsorted catch and debris",,,,,20.720000,"1","QTS, MDS, JDM, STS",
19986,"2016D02020","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,3,0.005000,"1","QTS, MDS, JDM, STS","SF"
19987,"2016D02020","99997","Unsorted catch and debris","unsorted catch and debris",,,,,9.580000,"1","QTS, MDS, JDM, STS",
19988,"2016D02020","99997","Unsorted catch and debris","unsorted catch and debris",,,,,18.140000,"1","QTS, MDS, JDM, STS",
19989,"2016D02020","99997","Unsorted catch and debris","unsorted catch and debris",,,,,12.760000,"1","QTS, MDS, JDM, STS",
19990,"2016D02020","99997","Unsorted catch and debris","unsorted catch and debris",,,,,11.120000,"1","QTS, MDS, JDM, STS",
19991,"2016D02021","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","2","01",1,0.930000,"1","QTS, MDS, JDM, STS",
19992,"2016D02021","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",6,1.470000,"1","QTS, MDS, JDM, STS",
19993,"2016D02021","99997","Unsorted catch and debris","unsorted catch and debris",,,,,25.350000,"1","QTS, MDS, JDM, STS",
19994,"2016D02021","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,4,0.010000,"1","QTS, MDS, JDM, STS","SF"
19995,"2016D02021","99997","Unsorted catch and debris","unsorted catch and debris",,,,,18.400000,"1","QTS, MDS, JDM, STS",
19996,"2016D02021","99997","Unsorted catch and debris","unsorted catch and debris",,,,,10.440000,"1","QTS, MDS, JDM, STS",
19997,"2016D02021","99997","Unsorted catch and debris","unsorted catch and debris",,,,,37.220000,"1","QTS, MDS, JDM, STS",
19998,"2016D02021","74120","Clapper","scallop, weathervane","Patinopecten caurinus",,"52",1,0.110000,"1","QTS, MDS, JDM, STS",
19999,"2016D02021","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,2.900000,"1","QTS, MDS, JDM, STS",
20000,"2016D02022","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",18,4.280000,"1","QTS, MDS, JDM, STS",
20001,"2016D02022","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",1,0.160000,"1","QTS, MDS, JDM, STS",
20002,"2016D02022","99997","Unsorted catch and debris","unsorted catch and debris",,,,,20.260000,"1","QTS, MDS, JDM, STS",
20003,"2016D02022","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,1,0.005000,"1","QTS, MDS, JDM, STS","SF"
20004,"2016D02022","78020","Octopus",,"Octopus sp.",,,1,0.004000,"1","QTS, MDS, JDM, STS",
20005,"2016D02022","441","Longnose skate egg case, Live","longnose skate egg case","raja rhina egg case",,"01",1,0.100000,"1","QTS, MDS, JDM, STS",
20006,"2016D02022","74120","Clapper","scallop, weathervane","Patinopecten caurinus",,"52",1,0.150000,"1","QTS, MDS, JDM, STS",
20007,"2016D02022","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,2.320000,"1","QTS, MDS, JDM, STS",
20008,"2016D02023","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",36,7.600000,"1","QTS, MDS, JDM, STS","Q"
20009,"2016D02023","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",4,1.150000,"1","QTS, MDS, JDM, STS","MB"
20010,"2016D02023","99997","Unsorted catch and debris","unsorted catch and debris",,,,,37.360000,"1","QTS, MDS, JDM, STS",
20011,"2016D02023","68560","Tanner crab","crab, Tanner, bairdi","Chionoecetes bairdi",,,1,0.004000,"1","QTS, MDS, JDM, STS","SF"
20012,"2016D02023","435","Bering skate","Sandpaper Skate","Bathyraja interrupta",,,2,2.360000,"1","QTS, MDS, JDM, STS",
20013,"2016D02023","80000","Unknown seastar","starfish unident.","Asteroidea unident.",,,1,0.560000,"1","QTS, MDS, JDM, STS",
20014,"2016D02023","10180","Dover sole","sole, dover","Microstomus pacificus",,,2,0.610000,"1","QTS, MDS, JDM, STS",
20015,"2016D02023","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,1.900000,"1","QTS, MDS, JDM, STS",
20016,"2016D02023","99997","Unsorted catch and debris","unsorted catch and debris",,,,,22.120000,"1","QTS, MDS, JDM, STS",
20017,"2016D02023","99997","Unsorted catch and debris","unsorted catch and debris",,,,,27.120000,"1","QTS, MDS, JDM, STS",
20018,"2016D02024","74120","Weathervane scallop","scallop, weathervane","Patinopecten caurinus","1","01",15,3.110000,"1","QTS, MDS, JDM, STS",
20019,"2016D02024","74120","Empty shells","scallop, weathervane","Patinopecten caurinus",,"99",,0.820000,"1","QTS, MDS, JDM, STS",
20020,"2016D02024","99997","Unsorted catch and debris","unsorted catch and debris",,,,,26.700000,"1","QTS, MDS, JDM, STS",
20021,"2016D02024","80810","Leafy flat sea star","sand sea star","Luidia foliolata",,,2,1.900000,"1","QTS, MDS, JDM, STS",
20022,"2016D02024","99997","Unsorted catch and debris","unsorted catch and debris",,,,,13.660000,"1","QTS, MDS, JDM, STS",
20023,"2016D02024","99997","Unsorted catch and debris","unsorted catch and debris",,,,,10.860000,"1","QTS, MDS, JDM, STS",
20024,"2016D02024","99997","Unsorted catch and debris","unsorted catch and debris",,,,,13.780000,"1","QTS, MDS, JDM, STS",
